0, 0
0.001, 0
0.002, 0
0.003, 0
0.004, 0
0.005, 0
0.006, 0
0.007, 0
0.008, 0
0.009, 0
0.01, 0
0.011, 0
0.012, 0
0.013, 0
0.014, 0
0.015, 0
0.016, 0
0.017, 0
0.018, 0
0.019, 0
0.02, 0
0.021, 0
0.022, 0
0.023, 0
0.024, 0
0.025, 0
0.026, 0
0.027, 0
0.028, 0
0.029, 0
0.03, 0
0.031, 0
0.032, 0
0.033, 0
0.034, 0
0.035, 0
0.036, 0
0.037, 0
0.038, 0
0.039, 0
0.04, 0
0.041, 0
0.042, 0
0.043, 0
0.044, 0
0.045, 0
0.046, 0
0.047, 0
0.048, 0
0.049, 0
0.05, 0
0.051, 0
0.052, 0
0.053, 0
0.054, 0
0.055, 0
0.056, 0
0.057, 0
0.058, 0
0.059, 0
0.06, 0
0.061, 0
0.062, 0
0.063, 0
0.064, 0
0.065, 0
0.066, 0
0.067, 0
0.068, 0
0.069, 0
0.07, 0
0.071, 0
0.072, 0
0.073, 0
0.074, 0
0.075, 0
0.076, 0
0.077, 0
0.078, 0
0.079, 0
0.08, 0
0.081, 0
0.082, 0
0.083, 0
0.084, 0
0.085, 0
0.086, 0
0.087, 0
0.088, 0
0.089, 0
0.09, 0
0.091, 0
0.092, 0
0.093, 0
0.094, 0
0.095, 0
0.096, 0
0.097, 0
0.098, 0
0.099, 0
0.1, 0
0.101, 0
0.102, 0
0.103, 0.0265091
0.104, 0.0318109
0.105, 0.0607155
0.106, 0.0720652
0.107, 0.0976119
0.108, 0.111809
0.109, 0.133262
0.11, 0.147817
0.111, 0.165588
0.112, 0.179148
0.113, 0.193813
0.114, 0.205811
0.115, 0.217897
0.116, 0.228201
0.117, 0.238152
0.118, 0.246845
0.119, 0.25503
0.12, 0.262285
0.121, 0.269013
0.122, 0.275026
0.123, 0.280551
0.124, 0.285514
0.125, 0.290047
0.126, 0.294133
0.127, 0.297851
0.128, 0.301208
0.129, 0.304256
0.13, 0.307011
0.131, 0.30951
0.132, 0.311769
0.133, 0.313817
0.134, 0.315669
0.135, 0.317347
0.136, 0.318864
0.137, 0.320239
0.138, 0.321482
0.139, 0.322608
0.14, 0.323627
0.141, 0.324549
0.142, 0.325383
0.143, 0.326139
0.144, 0.326822
0.145, 0.327441
0.146, 0.328001
0.147, 0.328507
0.148, 0.328966
0.149, 0.329381
0.15, 0.329756
0.151, 0.330096
0.152, 0.330404
0.153, 0.330682
0.154, 0.330934
0.155, 0.331162
0.156, 0.331368
0.157, 0.331555
0.158, 0.331724
0.159, 0.331877
0.16, 0.332015
0.161, 0.33214
0.162, 0.332254
0.163, 0.332356
0.164, 0.332449
0.165, 0.332533
0.166, 0.332609
0.167, 0.332678
0.168, 0.33274
0.169, 0.332797
0.17, 0.332848
0.171, 0.332894
0.172, 0.332936
0.173, 0.332973
0.174, 0.333008
0.175, 0.333039
0.176, 0.333067
0.177, 0.333092
0.178, 0.333115
0.179, 0.333136
0.18, 0.333154
0.181, 0.333171
0.182, 0.333187
0.183, 0.333201
0.184, 0.333213
0.185, 0.333225
0.186, 0.333235
0.187, 0.333244
0.188, 0.333253
0.189, 0.33326
0.19, 0.333267
0.191, 0.333274
0.192, 0.333279
0.193, 0.333284
0.194, 0.333289
0.195, 0.333293
0.196, 0.333297
0.197, 0.333301
0.198, 0.333304
0.199, 0.333306
0.2, 0.333309
