0, 0, 0
0.005, -6.57667, -3.28824
0.01, -11.7423, -5.87016
0.015, -14.7262, -7.36063
0.02, -16.3597, -8.17551
0.024, -17.0491, -8.5185
0.029, -17.4219, -8.70223
0.034, -17.4514, -8.71373
0.039, -17.2737, -8.62147
0.044, -16.9733, -8.46838
0.049, -16.6024, -8.28108
0.054, -16.1936, -8.07556
0.059, -15.7666, -7.86161
0.064, -15.3336, -7.64518
0.068, -14.9881, -7.47273
0.073, -14.5612, -7.25991
0.078, -14.1424, -7.05139
0.083, -13.7334, -6.84794
0.088, -13.3351, -6.64997
0.093, -12.9478, -6.45765
0.098, -12.5717, -6.27101
0.103, -12.2067, -6.09
0.107, -11.9226, -5.94917
0.112, -11.5771, -5.77801
0.117, -11.2422, -5.61213
0.122, -10.9174, -5.45139
0.127, -10.6025, -5.29563
0.132, -10.2972, -5.1447
0.137, -10.0013, -4.99846
0.142, -9.71448, -4.85675
0.147, -9.4364, -4.71943
0.151, -9.22007, -4.61265
0.156, -8.95711, -4.4829
0.161, -8.70219, -4.35716
0.166, -8.45507, -4.23532
0.171, -8.2155, -4.11724
0.176, -7.98325, -4.00282
0.181, -7.7581, -3.89193
0.186, -7.53983, -3.78447
0.191, -7.32822, -3.68033
0.195, -7.1636, -3.59933
0.2, -6.96348, -3.5009
0.205, -6.76947, -3.40551
0.21, -6.58138, -3.31306
0.215, -6.39902, -3.22346
0.22, -6.22224, -3.13663
0.225, -6.05084, -3.05247
0.23, -5.88467, -2.9709
0.234, -5.75539, -2.90746
0.239, -5.59824, -2.83036
0.244, -5.44587, -2.75563
0.249, -5.29815, -2.6832
0.254, -5.15493, -2.613
0.259, -5.01608, -2.54497
0.264, -4.88145, -2.47902
0.269, -4.75093, -2.41511
0.274, -4.62439, -2.35316
0.278, -4.52594, -2.30497
0.283, -4.40625, -2.24641
0.288, -4.29021, -2.18965
0.293, -4.1777, -2.13464
0.298, -4.06862, -2.08131
0.303, -3.96286, -2.02962
0.308, -3.86033, -1.97953
0.313, -3.76091, -1.93097
0.318, -3.66453, -1.8839
0.322, -3.58953, -1.84729
0.327, -3.49836, -1.8028
0.332, -3.40997, -1.75967
0.337, -3.32427, -1.71786
0.342, -3.24117, -1.67734
0.347, -3.16061, -1.63807
0.352, -3.0825, -1.6
0.357, -3.00676, -1.5631
0.362, -2.93333, -1.52733
0.366, -2.8762, -1.49951
0.371, -2.80675, -1.46569
0.376, -2.73941, -1.43292
0.381, -2.67411, -1.40114
0.386, -2.61081, -1.37035
0.391, -2.54943, -1.3405
0.396, -2.48992, -1.31156
0.401, -2.43222, -1.28352
0.405, -2.38732, -1.2617
0.41, -2.33274, -1.23518
0.415, -2.27982, -1.20948
0.42, -2.22852, -1.18457
0.425, -2.17877, -1.16042
0.43, -2.13053, -1.13701
0.435, -2.08377, -1.11432
0.44, -2.03842, -1.09232
0.445, -1.99446, -1.071
0.449, -1.96025, -1.05442
0.454, -1.91866, -1.03426
0.459, -1.87834, -1.01472
0.464, -1.83925, -0.995781
0.469, -1.80134, -0.977423
0.474, -1.76459, -0.959627
0.479, -1.72895, -0.942377
0.484, -1.6944, -0.925656
0.489, -1.6609, -0.909448
0.493, -1.63483, -0.89684
0.498, -1.60315, -0.881516
0.503, -1.57242, -0.866661
0.508, -1.54263, -0.852262
0.513, -1.51374, -0.838305
0.518, -1.48574, -0.824775
0.523, -1.45858, -0.811661
0.528, -1.43226, -0.798948
0.532, -1.41177, -0.78906
0.537, -1.38686, -0.77704
0.542, -1.36272, -0.765389
0.547, -1.3393, -0.754095
0.552, -1.3166, -0.743148
0.557, -1.29459, -0.732536
0.562, -1.27325, -0.722249
0.567, -1.25256, -0.712278
0.572, -1.23249, -0.702613
0.576, -1.21688, -0.695094
0.581, -1.1979, -0.685955
0.586, -1.1795, -0.677097
0.591, -1.16166, -0.66851
0.596, -1.14436, -0.660186
0.601, -1.12759, -0.652117
0.606, -1.11132, -0.644296
0.611, -1.09555, -0.636715
0.616, -1.08026, -0.629366
0.62, -1.06837, -0.623649
0.625, -1.0539, -0.6167
0.63, -1.03988, -0.609965
0.635, -1.02628, -0.603435
0.64, -1.0131, -0.597106
0.645, -1.00032, -0.590971
0.65, -0.987924, -0.585024
0.655, -0.975906, -0.57926
0.66, -0.964255, -0.573671
0.664, -0.955189, -0.569325
0.669, -0.944167, -0.564041
0.674, -0.93348, -0.558919
0.679, -0.923118, -0.553955
0.684, -0.913071, -0.549142
0.689, -0.90333, -0.544477
0.694, -0.893884, -0.539955
0.699, -0.884726, -0.535572
0.703, -0.877601, -0.532162
0.708, -0.868938, -0.528018
0.713, -0.860538, -0.524
0.718, -0.852394, -0.520106
0.723, -0.844497, -0.516331
0.728, -0.83684, -0.512671
0.733, -0.829417, -0.509124
0.738, -0.822218, -0.505686
0.743, -0.815239, -0.502352
0.747, -0.809809, -0.49976
0.752, -0.803207, -0.496608
0.757, -0.796805, -0.493553
0.762, -0.790599, -0.490592
0.767, -0.784581, -0.487721
0.772, -0.778746, -0.484939
0.777, -0.773088, -0.482241
0.782, -0.767602, -0.479627
0.787, -0.762283, -0.477092
0.791, -0.758145, -0.475121
0.796, -0.753113, -0.472724
0.801, -0.748235, -0.470401
0.806, -0.743505, -0.468149
0.811, -0.738919, -0.465966
0.816, -0.734472, -0.46385
0.821, -0.73016, -0.461799
0.826, -0.725979, -0.459811
0.83, -0.722726, -0.458265
0.835, -0.718772, -0.456385
0.84, -0.714937, -0.454562
0.845, -0.711219, -0.452796
0.85, -0.707615, -0.451084
0.855, -0.704119, -0.449424
0.86, -0.70073, -0.447815
0.865, -0.697444, -0.446255
0.87, -0.694258, -0.444743
0.874, -0.691779, -0.443567
0.879, -0.688765, -0.442137
0.884, -0.685843, -0.440752
0.889, -0.68301, -0.439408
0.894, -0.680262, -0.438106
0.899, -0.677599, -0.436844
0.904, -0.675016, -0.435621
0.909, -0.672511, -0.434435
0.914, -0.670083, -0.433285
0.918, -0.668194, -0.432391
0.923, -0.665897, -0.431303
0.928, -0.66367, -0.43025
0.933, -0.661511, -0.429228
0.938, -0.659417, -0.428238
0.943, -0.657387, -0.427278
0.948, -0.655418, -0.426348
0.953, -0.65351, -0.425446
0.957, -0.652025, -0.424744
0.962, -0.650219, -0.423892
0.967, -0.648469, -0.423065
0.972, -0.646772, -0.422264
0.977, -0.645126, -0.421487
0.982, -0.64353, -0.420734
0.987, -0.641983, -0.420004
0.992, -0.640483, -0.419297
0.997, -0.639028, -0.418611
1.001, -0.637897, -0.418077
1.006, -0.636523, -0.417431
1.011, -0.63521, -0.416835
1.016, -0.633961, -0.416292
1.021, -0.632716, -0.415715
1.026, -0.631404, -0.414997
1.031, -0.629955, -0.414032
1.036, -0.628297, -0.4127
1.041, -0.626354, -0.410869
1.045, -0.624543, -0.408943
1.05, -0.621898, -0.405813
1.055, -0.618764, -0.401667
1.06, -0.615078, -0.396098
1.065, -0.61078, -0.387655
1.07, -0.605812, -0.376165
1.075, -0.600114, -0.362271
1.08, -0.593621, -0.346532
1.085, -0.58625, -0.32939
1.089, -0.579644, -0.314897
1.094, -0.570346, -0.296028
1.099, -0.559416, -0.276515
1.104, -0.545459, -0.256518
1.109, -0.528749, -0.236163
1.114, -0.509941, -0.215549
1.119, -0.489584, -0.194754
1.124, -0.468099, -0.173844
1.128, -0.450313, -0.157068
1.133, -0.427542, -0.136077
1.138, -0.404343, -0.115096
1.143, -0.380861, -0.0941593
1.148, -0.357206, -0.0732941
1.153, -0.333464, -0.0525241
1.158, -0.309729, -0.0318915
1.163, -0.286231, -0.0115472
1.168, -0.26324, 0.00832049
1.172, -0.245333, 0.0237869
1.177, -0.223564, 0.0425855
1.182, -0.202403, 0.0608512
1.187, -0.181779, 0.0786403
1.192, -0.161682, 0.095964
1.197, -0.142155, 0.112793
1.202, -0.123236, 0.129102
1.207, -0.104942, 0.144879
1.212, -0.0872673, 0.160132
1.216, -0.0735435, 0.17198
1.221, -0.0568647, 0.186382
1.226, -0.0406764, 0.20036
1.231, -0.0249479, 0.213939
1.236, -0.00965634, 0.227137
1.241, 0.00521513, 0.23997
1.246, 0.0196676, 0.252439
1.251, 0.0336927, 0.264539
1.255, 0.0446022, 0.273953
1.26, 0.0578527, 0.28539
1.265, 0.0706799, 0.296466
1.27, 0.0830927, 0.307188
1.275, 0.0951015, 0.317567
1.28, 0.106718, 0.32761
1.285, 0.117953, 0.337329
1.29, 0.128818, 0.346734
1.295, 0.139328, 0.355835
1.299, 0.147492, 0.362908
1.304, 0.157412, 0.371503
1.309, 0.16703, 0.379838
1.314, 0.17636, 0.387925
1.319, 0.185416, 0.395773
1.324, 0.194205, 0.40339
1.329, 0.202739, 0.410785
1.334, 0.211024, 0.417965
1.339, 0.219068, 0.424936
1.343, 0.225335, 0.430366
1.348, 0.232965, 0.436977
1.353, 0.240374, 0.443395
1.358, 0.247568, 0.449628
1.363, 0.254554, 0.455679
1.368, 0.261337, 0.461555
1.373, 0.267924, 0.46726
1.378, 0.274321, 0.472799
1.383, 0.280532, 0.478178
1.387, 0.285371, 0.482368
1.392, 0.291262, 0.487469
1.397, 0.296982, 0.492422
1.402, 0.302537, 0.497231
1.407, 0.307931, 0.5019
1.412, 0.313168, 0.506434
1.417, 0.318253, 0.510835
