4.63489e-12, 2.04086e+07, 0.000817256
1e-05, 2.04093e+07, 0.000817482
2e-05, 2.041e+07, 0.000817705
3e-05, 2.04107e+07, 0.000817924
4e-05, 2.04114e+07, 0.000818139
5e-05, 2.04121e+07, 0.000818352
6e-05, 2.04128e+07, 0.00081856
7e-05, 2.04135e+07, 0.000818765
8e-05, 2.04142e+07, 0.000818967
9e-05, 2.04149e+07, 0.000819165
0.0001, 2.04156e+07, 0.000819359
0.00011, 2.04163e+07, 0.00081955
0.00012, 2.0417e+07, 0.000819738
0.00013, 2.04177e+07, 0.000819922
0.00014, 2.04184e+07, 0.000820103
0.00015, 2.04191e+07, 0.00082028
0.00016, 2.04198e+07, 0.000820453
0.00017, 2.04205e+07, 0.000820623
0.00018, 2.04212e+07, 0.00082079
0.00019, 2.04219e+07, 0.000820953
0.0002, 2.04226e+07, 0.000821112
0.00021, 2.04234e+07, 0.000821268
0.00022, 2.04241e+07, 0.000821421
0.00023, 2.04248e+07, 0.000821569
0.00024, 2.04255e+07, 0.000821714
0.00025, 2.04262e+07, 0.000821855
0.00026, 2.04269e+07, 0.000821993
0.00027, 2.04277e+07, 0.000822127
0.00028, 2.04284e+07, 0.000822257
0.00029, 2.04291e+07, 0.000822383
0.0003, 2.04298e+07, 0.000822505
0.00031, 2.04306e+07, 0.000822623
0.00032, 2.04313e+07, 0.000822738
0.00033, 2.0432e+07, 0.000822848
0.00034, 2.04327e+07, 0.000822954
0.00035, 2.04335e+07, 0.000823056
0.00036, 2.04342e+07, 0.000823154
0.00037, 2.04349e+07, 0.000823248
0.00038, 2.04356e+07, 0.000823337
0.00039, 2.04364e+07, 0.000823422
0.0004, 2.04371e+07, 0.000823502
0.00041, 2.04378e+07, 0.000823578
0.00042, 2.04386e+07, 0.000823649
0.00043, 2.04393e+07, 0.000823715
0.00044, 2.044e+07, 0.000823777
0.00045, 2.04407e+07, 0.000823833
0.00046, 2.04415e+07, 0.000823885
0.00047, 2.04422e+07, 0.000823932
0.00048, 2.04429e+07, 0.000823973
0.00049, 2.04436e+07, 0.00082401
0.0005, 2.04444e+07, 0.000824041
0.00051, 2.04451e+07, 0.000824067
0.00052, 2.04458e+07, 0.000824087
0.00053, 2.04466e+07, 0.000824103
0.00054, 2.04473e+07, 0.000824112
0.00055, 2.0448e+07, 0.000824116
0.00056, 2.04487e+07, 0.000824283
0.00057, 2.04495e+07, 0.000824369
0.00058, 2.04502e+07, 0.000824315
0.00059, 2.04509e+07, 0.000824231
0.0006, 2.04516e+07, 0.000824172
0.00061, 2.04524e+07, 0.000824148
0.00062, 2.04531e+07, 0.000824124
0.00063, 2.04538e+07, 0.000824082
0.00064, 2.04545e+07, 0.000824023
0.00065, 2.04552e+07, 0.000823963
0.00066, 2.04559e+07, 0.000823908
0.00067, 2.04567e+07, 0.000823854
0.00068, 2.04574e+07, 0.00082379
0.00069, 2.04581e+07, 0.000823712
0.0007, 2.04588e+07, 0.000823627
0.00071, 2.04595e+07, 0.000823542
0.00072, 2.04602e+07, 0.000823457
0.00073, 2.04609e+07, 0.000823365
0.00074, 2.04616e+07, 0.000823263
0.00075, 2.04623e+07, 0.00082315
0.00076, 2.0463e+07, 0.000823033
0.00077, 2.04637e+07, 0.000822914
0.00078, 2.04644e+07, 0.00082279
0.00079, 2.04651e+07, 0.000822658
0.0008, 2.04658e+07, 0.000822515
0.00081, 2.04665e+07, 0.000822365
0.00082, 2.04672e+07, 0.00082221
0.00083, 2.04678e+07, 0.00082205
0.00084, 2.04685e+07, 0.000821883
0.00085, 2.04692e+07, 0.000821706
0.00086, 2.04699e+07, 0.00082152
0.00087, 2.04706e+07, 0.000821327
0.00088, 2.04712e+07, 0.000821127
0.00089, 2.04719e+07, 0.00082092
0.0009, 2.04726e+07, 0.000820704
0.00091, 2.04732e+07, 0.000820478
0.00092, 2.04739e+07, 0.000820244
0.00093, 2.04745e+07, 0.000820002
0.00094, 2.04752e+07, 0.000819751
0.00095, 2.04758e+07, 0.00081949
0.00096, 2.04765e+07, 0.00081922
0.00097, 2.04771e+07, 0.000818939
0.00098, 2.04778e+07, 0.000818648
0.00099, 2.04784e+07, 0.000818348
0.001, 2.0479e+07, 0.000818036
0.00101, 2.04796e+07, 0.000817714
0.00102, 2.04803e+07, 0.000817379
0.00103, 2.04809e+07, 0.000817033
0.00104, 2.04815e+07, 0.000816675
0.00105, 2.04821e+07, 0.000816304
0.00106, 2.04827e+07, 0.000815921
0.00107, 2.04833e+07, 0.000815523
0.00108, 2.04839e+07, 0.000815112
0.00109, 2.04844e+07, 0.000814686
0.0011, 2.0485e+07, 0.000814245
0.00111, 2.04856e+07, 0.000813789
0.00112, 2.04861e+07, 0.000813317
0.00113, 2.04867e+07, 0.000812827
0.00114, 2.04872e+07, 0.000812321
0.00115, 2.04878e+07, 0.000811796
0.00116, 2.04883e+07, 0.000811253
0.00117, 2.04889e+07, 0.000810691
0.00118, 2.04894e+07, 0.000810108
0.00119, 2.04899e+07, 0.000809504
0.0012, 2.04904e+07, 0.000808878
0.00121, 2.04909e+07, 0.00080823
0.00122, 2.04914e+07, 0.000807558
0.00123, 2.04918e+07, 0.000806862
0.00124, 2.04923e+07, 0.000806141
0.00125, 2.04928e+07, 0.000805393
0.00126, 2.04932e+07, 0.000804617
0.00127, 2.04936e+07, 0.000803813
0.00128, 2.04941e+07, 0.00080298
0.00129, 2.04945e+07, 0.000802116
0.0013, 2.04949e+07, 0.00080122
0.00131, 2.04953e+07, 0.000800292
0.00132, 2.04956e+07, 0.00079933
0.00133, 2.0496e+07, 0.000798332
0.00134, 2.04963e+07, 0.000797298
0.00135, 2.04967e+07, 0.000796227
0.00136, 2.0497e+07, 0.000795117
0.00137, 2.04973e+07, 0.000793968
0.00138, 2.04976e+07, 0.000792777
0.00139, 2.04978e+07, 0.000791545
0.0014, 2.04981e+07, 0.000790269
0.00141, 2.04983e+07, 0.00078895
0.00142, 2.04985e+07, 0.000787585
0.00143, 2.04987e+07, 0.000786175
0.00144, 2.04989e+07, 0.000784718
0.00145, 2.04991e+07, 0.000783213
0.00146, 2.04992e+07, 0.000781661
0.00147, 2.04993e+07, 0.000780061
0.00148, 2.04994e+07, 0.000778412
0.00149, 2.04995e+07, 0.000776714
0.0015, 2.04996e+07, 0.000774968
0.00151, 2.04996e+07, 0.000773174
0.00152, 2.04996e+07, 0.000771333
0.00153, 2.04996e+07, 0.000769445
0.00154, 2.04995e+07, 0.000767512
0.00155, 2.04995e+07, 0.000765535
