0, 0, 0, 0.2
0.005, 0, 0, 0.2
0.01, 0, 8.41207e-05, 0.2
0.015, 0.000238924, 0.00119178, 0.2
0.02, 0.00192574, 0.00465129, 0.2
0.024, 0.00465245, 0.00930768, 0.2
0.029, 0.00955172, 0.017057, 0.2
0.034, 0.0157375, 0.0262646, 0.2
0.039, 0.0227835, 0.0361802, 0.2
0.044, 0.0302769, 0.0461356, 0.2
0.049, 0.037857, 0.0556173, 0.2
0.054, 0.0452415, 0.064318, 0.2
0.059, 0.052238, 0.0720748, 0.2
0.064, 0.0587419, 0.078864, 0.2
0.068, 0.0635681, 0.0836644, 0.2
0.073, 0.0691473, 0.0890196, 0.2
0.078, 0.0742732, 0.0938383, 0.2
0.083, 0.0790157, 0.0982949, 0.2
0.088, 0.0834442, 0.102515, 0.2
0.093, 0.0876177, 0.106566, 0.2
0.098, 0.0915787, 0.110463, 0.2
0.103, 0.0953536, 0.114181, 0.2
0.107, 0.0982484, 0.117001, 0.2
0.112, 0.101714, 0.120305, 0.2
0.117, 0.10501, 0.123342, 0.2
0.122, 0.108137, 0.126115, 0.2
0.127, 0.111094, 0.128648, 0.2
0.132, 0.113889, 0.13098, 0.2
0.137, 0.116529, 0.133156, 0.2
0.142, 0.119025, 0.135213, 0.2
0.147, 0.12139, 0.137176, 0.2
0.151, 0.123195, 0.138686, 0.2
0.156, 0.125351, 0.140492, 0.2
0.161, 0.127401, 0.142198, 0.2
0.166, 0.129352, 0.143788, 0.2
0.171, 0.131206, 0.145253, 0.2
0.176, 0.132967, 0.146594, 0.2
0.181, 0.134638, 0.147821, 0.2
0.186, 0.136222, 0.148954, 0.2
0.191, 0.137724, 0.150016, 0.2
0.195, 0.138869, 0.150827, 0.2
0.2, 0.140235, 0.151805, 0.2
0.205, 0.141532, 0.152747, 0.2
0.21, 0.142767, 0.15365, 0.2
0.215, 0.143942, 0.154502, 0.2
0.22, 0.14506, 0.155294, 0.2
0.225, 0.146123, 0.156018, 0.2
0.23, 0.147134, 0.156674, 0.2
0.234, 0.147905, 0.157154, 0.2
0.239, 0.148826, 0.15771, 0.2
0.244, 0.149699, 0.158231, 0.2
0.249, 0.150528, 0.158732, 0.2
0.254, 0.151316, 0.159221, 0.2
0.259, 0.152065, 0.1597, 0.2
0.264, 0.152778, 0.160164, 0.2
0.269, 0.153457, 0.160602, 0.2
0.274, 0.154104, 0.161005, 0.2
0.278, 0.154598, 0.161297, 0.2
0.283, 0.155189, 0.161623, 0.2
0.288, 0.155751, 0.161912, 0.2
0.293, 0.156284, 0.162174, 0.2
0.298, 0.156789, 0.162422, 0.2
0.303, 0.157269, 0.162667, 0.2
0.308, 0.157726, 0.162916, 0.2
0.313, 0.158161, 0.163167, 0.2
0.318, 0.158575, 0.163414, 0.2
0.322, 0.158892, 0.163602, 0.2
0.327, 0.159272, 0.163817, 0.2
0.332, 0.159633, 0.164002, 0.2
0.337, 0.159977, 0.164157, 0.2
0.342, 0.160303, 0.164287, 0.2
0.347, 0.160613, 0.164402, 0.2
0.352, 0.160907, 0.164514, 0.2
0.357, 0.161186, 0.164633, 0.2
0.362, 0.161451, 0.164764, 0.2
0.366, 0.161654, 0.164875, 0.2
0.371, 0.161898, 0.165016, 0.2
0.376, 0.16213, 0.165149, 0.2
0.381, 0.162352, 0.165265, 0.2
0.386, 0.162563, 0.165357, 0.2
0.391, 0.162763, 0.165425, 0.2
0.396, 0.162953, 0.165474, 0.2
0.401, 0.163134, 0.165515, 0.2
0.405, 0.163271, 0.165551, 0.2
0.41, 0.163435, 0.165605, 0.2
0.415, 0.163591, 0.165675, 0.2
0.42, 0.163739, 0.165758, 0.2
0.425, 0.163881, 0.165846, 0.2
0.43, 0.164017, 0.165927, 0.2
0.435, 0.164147, 0.165993, 0.2
0.44, 0.164271, 0.166036, 0.2
0.445, 0.164388, 0.166058, 0.2
0.449, 0.164477, 0.166065, 0.2
0.454, 0.164583, 0.166069, 0.2
0.459, 0.164683, 0.166079, 0.2
0.464, 0.164778, 0.166104, 0.2
0.469, 0.164869, 0.166146, 0.2
0.474, 0.164956, 0.166203, 0.2
0.479, 0.165039, 0.166265, 0.2
0.484, 0.165119, 0.166321, 0.2
0.489, 0.165195, 0.166359, 0.2
0.493, 0.165253, 0.166375, 0.2
0.498, 0.165323, 0.166376, 0.2
0.503, 0.165388, 0.166363, 0.2
0.508, 0.16545, 0.166348, 0.2
0.513, 0.165508, 0.166342, 0.2
0.518, 0.165563, 0.166353, 0.2
0.523, 0.165615, 0.166385, 0.2
0.528, 0.165666, 0.16643, 0.2
0.532, 0.165705, 0.16647, 0.2
0.537, 0.165753, 0.166514, 0.2
0.542, 0.165798, 0.166542, 0.2
0.547, 0.165841, 0.166548, 0.2
0.552, 0.165882, 0.166534, 0.2
0.557, 0.16592, 0.166509, 0.2
0.562, 0.165956, 0.166484, 0.2
0.567, 0.165989, 0.166472, 0.2
0.572, 0.166021, 0.166479, 0.2
0.576, 0.166045, 0.166499, 0.2
0.581, 0.166075, 0.166538, 0.2
0.586, 0.166104, 0.166582, 0.2
0.591, 0.166132, 0.166619, 0.2
0.596, 0.166159, 0.166637, 0.2
0.601, 0.166185, 0.166634, 0.2
0.606, 0.166209, 0.166611, 0.2
0.611, 0.166231, 0.166579, 0.2
0.616, 0.166251, 0.166549, 0.2
0.62, 0.166267, 0.166536, 0.2
0.625, 0.166285, 0.166538, 0.2
0.63, 0.166303, 0.166562, 0.2
0.635, 0.16632, 0.166601, 0.2
0.64, 0.166337, 0.166643, 0.2
0.645, 0.166354, 0.166675, 0.2
0.65, 0.166371, 0.166687, 0.2
0.655, 0.166386, 0.166676, 0.2
0.66, 0.1664, 0.166647, 0.2
0.664, 0.16641, 0.166617, 0.2
0.669, 0.166422, 0.166584, 0.2
0.674, 0.166433, 0.166566, 0.2
0.679, 0.166443, 0.16657, 0.2
0.684, 0.166453, 0.166596, 0.2
0.689, 0.166463, 0.166636, 0.2
0.694, 0.166474, 0.166677, 0.2
0.699, 0.166484, 0.166705, 0.2
0.703, 0.166492, 0.166713, 0.2
0.708, 0.166502, 0.1667, 0.2
0.713, 0.16651, 0.166669, 0.2
0.718, 0.166517, 0.16663, 0.2
0.723, 0.166524, 0.166597, 0.2
0.728, 0.166529, 0.166583, 0.2
0.733, 0.166535, 0.166592, 0.2
0.738, 0.166541, 0.166623, 0.2
0.743, 0.166547, 0.166664, 0.2
0.747, 0.166552, 0.166696, 0.2
0.752, 0.166559, 0.166723, 0.2
0.757, 0.166565, 0.166727, 0.2
0.762, 0.166571, 0.166708, 0.2
0.767, 0.166576, 0.166672, 0.2
0.772, 0.16658, 0.166633, 0.2
