0, 0, 0, 0, 0
0.015, 0, 0, 0, 0
0.029, 2.9226e-05, 2.9226e-05, 2.9226e-05, 2.9226e-05
0.044, 0.00242442, 0.00242442, 0.00242442, 0.00242442
0.059, 0.0117897, 0.0117897, 0.0117897, 0.0117897
0.073, 0.0258638, 0.0258638, 0.0258638, 0.0258638
0.088, 0.0424953, 0.0424953, 0.0424953, 0.0424953
0.103, 0.058713, 0.058713, 0.058713, 0.058713
0.117, 0.0729101, 0.0729101, 0.0729101, 0.0729101
0.132, 0.0867638, 0.0867638, 0.0867638, 0.0867638
0.147, 0.0990044, 0.0990044, 0.0990044, 0.0990044
0.161, 0.109038, 0.109038, 0.109038, 0.109038
0.176, 0.118676, 0.118676, 0.118676, 0.118676
0.191, 0.127447, 0.127447, 0.127447, 0.127447
0.205, 0.134954, 0.134954, 0.134954, 0.134954
0.22, 0.142305, 0.142305, 0.142305, 0.142305
0.234, 0.148542, 0.148542, 0.148542, 0.148542
0.249, 0.154596, 0.154596, 0.154596, 0.154596
0.264, 0.160044, 0.160044, 0.160044, 0.160044
0.278, 0.164622, 0.164622, 0.164622, 0.164622
0.293, 0.169023, 0.169023, 0.169023, 0.169023
0.308, 0.172944, 0.172944, 0.172944, 0.172944
0.322, 0.176205, 0.176205, 0.176205, 0.176205
0.337, 0.179309, 0.179309, 0.179309, 0.179309
0.352, 0.182046, 0.182046, 0.182046, 0.182046
0.366, 0.184301, 0.184301, 0.184301, 0.184301
0.381, 0.186428, 0.186428, 0.186428, 0.186428
0.396, 0.188287, 0.188287, 0.188287, 0.188287
0.41, 0.189807, 0.189807, 0.189807, 0.189807
0.425, 0.191229, 0.191229, 0.191229, 0.191229
0.44, 0.192463, 0.192463, 0.192463, 0.192463
0.454, 0.193464, 0.193464, 0.193464, 0.193464
0.469, 0.194396, 0.194396, 0.194396, 0.194396
0.484, 0.195199, 0.195199, 0.195199, 0.195199
0.498, 0.195847, 0.195847, 0.195847, 0.195847
0.513, 0.196447, 0.196447, 0.196447, 0.196447
0.528, 0.196962, 0.196962, 0.196962, 0.196962
0.542, 0.197375, 0.197375, 0.197375, 0.197375
0.557, 0.197757, 0.197757, 0.197757, 0.197757
0.572, 0.198083, 0.198083, 0.198083, 0.198083
0.586, 0.198344, 0.198344, 0.198344, 0.198344
0.601, 0.198584, 0.198584, 0.198584, 0.198584
0.616, 0.202012, 0.198788, 0.198788, 0.198788
0.63, 0.217529, 0.198946, 0.198946, 0.198946
0.645, 0.247058, 0.199118, 0.199118, 0.199118
0.66, 0.288375, 0.199282, 0.199282, 0.199282
0.674, 0.334179, 0.199392, 0.199392, 0.199392
0.689, 0.387111, 0.199506, 0.199506, 0.199506
0.703, 0.436211, 0.19958, 0.19958, 0.19958
0.718, 0.485144, 0.199635, 0.199635, 0.199635
0.733, 0.528275, 0.199688, 0.199688, 0.199688
0.747, 0.562748, 0.19971, 0.19971, 0.19971
0.762, 0.594166, 0.19974, 0.19974, 0.19974
0.777, 0.62145, 0.199766, 0.199766, 0.199766
0.791, 0.644427, 0.199782, 0.199782, 0.199782
0.806, 0.666615, 0.199808, 0.199808, 0.199808
0.821, 0.685942, 0.199821, 0.199821, 0.199821
0.835, 0.701526, 0.199838, 0.199838, 0.199838
0.85, 0.71593, 0.199854, 0.199854, 0.199854
0.865, 0.728286, 0.199862, 0.199862, 0.199862
0.879, 0.738211, 0.199877, 0.199877, 0.199877
0.894, 0.747352, 0.199884, 0.199884, 0.199884
0.909, 0.755157, 0.199893, 0.199893, 0.199893
0.923, 0.761406, 0.199902, 0.199902, 0.199902
0.938, 0.767147, 0.199905, 0.199905, 0.199905
0.953, 0.772041, 0.199913, 0.199913, 0.199913
0.967, 0.775957, 0.199917, 0.199917, 0.199917
0.982, 0.779559, 0.199921, 0.199921, 0.199921
0.997, 0.78263, 0.199926, 0.199926, 0.199926
1.011, 0.785086, 0.199928, 0.199928, 0.199928
1.026, 0.78734, 0.199932, 0.199932, 0.199932
1.041, 0.789256, 0.199934, 0.199934, 0.199934
1.055, 0.790785, 0.199936, 0.199936, 0.199936
1.07, 0.792185, 0.199939, 0.199939, 0.199939
1.085, 0.793373, 0.199939, 0.199939, 0.199939
1.099, 0.794318, 0.199941, 0.199941, 0.199941
1.114, 0.795182, 0.199943, 0.199943, 0.199943
1.128, 0.79587, 0.199942, 0.199942, 0.199942
1.143, 0.796497, 0.199944, 0.199944, 0.199944
1.158, 0.797029, 0.199943, 0.199943, 0.199943
1.172, 0.797451, 0.199944, 0.199944, 0.199944
1.187, 0.797836, 0.199944, 0.199944, 0.199944
1.202, 0.798162, 0.199944, 0.199944, 0.199944
1.216, 0.79842, 0.199944, 0.199944, 0.203393
1.231, 0.798652, 0.199943, 0.199943, 0.221497
1.246, 0.798865, 0.199945, 0.199945, 0.25353
1.26, 0.799042, 0.199949, 0.199949, 0.294063
1.275, 0.79919, 0.199949, 0.199949, 0.344764
1.29, 0.799324, 0.199951, 0.199951, 0.398651
1.304, 0.799418, 0.19995, 0.19995, 0.447757
1.319, 0.799497, 0.199947, 0.199947, 0.49595
1.334, 0.799568, 0.199945, 0.199945, 0.537919
1.348, 0.799612, 0.199941, 0.199941, 0.571311
1.363, 0.799661, 0.199939, 0.199939, 0.602082
1.378, 0.799701, 0.199938, 0.199938, 0.629328
1.392, 0.799731, 0.199937, 0.199937, 0.652382
1.407, 0.799766, 0.199938, 0.199938, 0.674262
1.422, 0.799789, 0.199938, 0.199938, 0.693113
1.436, 0.799812, 0.199938, 0.199938, 0.708247
1.451, 0.799832, 0.199939, 0.199939, 0.722176
1.466, 0.799847, 0.19994, 0.19994, 0.73405
1.48, 0.799863, 0.199941, 0.199941, 0.743523
1.495, 0.799875, 0.199941, 0.199941, 0.752189
1.51, 0.799886, 0.199941, 0.199941, 0.75954
1.524, 0.799895, 0.199942, 0.199942, 0.765386
1.539, 0.799902, 0.199942, 0.199942, 0.770722
1.553, 0.79991, 0.199943, 0.199943, 0.774961
1.568, 0.799915, 0.199943, 0.199943, 0.778827
1.583, 0.79992, 0.199943, 0.199943, 0.782098
1.597, 0.799925, 0.199943, 0.199943, 0.784694
1.612, 0.799927, 0.199943, 0.199943, 0.78706
1.627, 0.799931, 0.199944, 0.199944, 0.789059
1.641, 0.799933, 0.199944, 0.199944, 0.790645
1.656, 0.799935, 0.199944, 0.199944, 0.79209
1.671, 0.799938, 0.199944, 0.199944, 0.793311
1.685, 0.799939, 0.199944, 0.199944, 0.794278
1.7, 0.799941, 0.199944, 0.199944, 0.79516
1.715, 0.799942, 0.199944, 0.199944, 0.795904
1.729, 0.799942, 0.199944, 0.199944, 0.796495
1.744, 0.799943, 0.199944, 0.199944, 0.797032
1.759, 0.799942, 0.199944, 0.199944, 0.797486
1.773, 0.799943, 0.199944, 0.199944, 0.797846
1.788, 0.799943, 0.199944, 0.199944, 0.798174
1.803, 0.799943, 0.199946, 0.199946, 0.79845
1.817, 0.799943, 0.204087, 0.204087, 0.798668
1.832, 0.799942, 0.222266, 0.222266, 0.798857
1.847, 0.799942, 0.250896, 0.250896, 0.799019
1.861, 0.799941, 0.283637, 0.283637, 0.799148
1.876, 0.79994, 0.321814, 0.321814, 0.799257
1.891, 0.799939, 0.360473, 0.360473, 0.799352
1.905, 0.799938, 0.395425, 0.395425, 0.799424
1.92, 0.799937, 0.430821, 0.430821, 0.799489
1.935, 0.799936, 0.463616, 0.463616, 0.799545
1.949, 0.799934, 0.491875, 0.491875, 0.799587
1.964, 0.799933, 0.520102, 0.520102, 0.799631
1.979, 0.799933, 0.546823, 0.546823, 0.799669
1.993, 0.799932, 0.57076, 0.57076, 0.7997
2.008, 0.799932, 0.595296, 0.595296, 0.799731
2.022, 0.799932, 0.617023, 0.617023, 0.799755
2.037, 0.799933, 0.638982, 0.638982, 0.799779
2.052, 0.799933, 0.659508, 0.659508, 0.7998
2.066, 0.799933, 0.676972, 0.676972, 0.799817
2.081, 0.799934, 0.693666, 0.693666, 0.799834
2.096, 0.799935, 0.708403, 0.708403, 0.799848
2.11, 0.799935, 0.72053, 0.72053, 0.799861
2.125, 0.799936, 0.731908, 0.731908, 0.799872
2.14, 0.799937, 0.74177, 0.74177, 0.799882
2.154, 0.799938, 0.749756, 0.749756, 0.799891
2.169, 0.799939, 0.757161, 0.757161, 0.799898
2.184, 0.79994, 0.763519, 0.763519, 0.799905
2.198, 0.79994, 0.768628, 0.768628, 0.799911
2.213, 0.799941, 0.773333, 0.773333, 0.799915
2.228, 0.799941, 0.777349, 0.777349, 0.79992
2.242, 0.799941, 0.78056, 0.78056, 0.799924
2.257, 0.799942, 0.783505, 0.783505, 0.799927
2.272, 0.799942, 0.78601, 0.78601, 0.79993
2.286, 0.799942, 0.788007, 0.788007, 0.799932
2.301, 0.799942, 0.789833, 0.789833, 0.799934
2.316, 0.799942, 0.791383, 0.791383, 0.799936
2.33, 0.799942, 0.792616, 0.792616, 0.799937
2.345, 0.799942, 0.793742, 0.793742, 0.799939
2.36, 0.799942, 0.794696, 0.794696, 0.79994
2.374, 0.799942, 0.795455, 0.795455, 0.799941
2.389, 0.799942, 0.796147, 0.796147, 0.799941
2.404, 0.799935, 0.796726, 0.796726, 0.799934
2.418, 0.794549, 0.791799, 0.791799, 0.79452
2.433, 0.774611, 0.772208, 0.772208, 0.774543
2.447, 0.750978, 0.748778, 0.748778, 0.750889
2.462, 0.726002, 0.723896, 0.723896, 0.725901
2.477, 0.701141, 0.699074, 0.699074, 0.701034
2.491, 0.677778, 0.675727, 0.675727, 0.677669
2.506, 0.653008, 0.650968, 0.650968, 0.652898
2.521, 0.628899, 0.626868, 0.626868, 0.628788
2.535, 0.607117, 0.605098, 0.605098, 0.607006
2.55, 0.584544, 0.582541, 0.582541, 0.584434
2.565, 0.562737, 0.560755, 0.560755, 0.562628
2.579, 0.543069, 0.541113, 0.541113, 0.542961
2.594, 0.522729, 0.520805, 0.520805, 0.522623
2.609, 0.503116, 0.501229, 0.501229, 0.503012
2.623, 0.485424, 0.483576, 0.483576, 0.485322
2.638, 0.467082, 0.46528, 0.46528, 0.466983
2.653, 0.449344, 0.447593, 0.447593, 0.449247
2.667, 0.433315, 0.431616, 0.431616, 0.433222
2.682, 0.416698, 0.415058, 0.415058, 0.416608
2.697, 0.400653, 0.399075, 0.399075, 0.400566
2.711, 0.386195, 0.384678, 0.384678, 0.386111
2.726, 0.371262, 0.369814, 0.369814, 0.371182
2.741, 0.356915, 0.355538, 0.355538, 0.356839
2.755, 0.34406, 0.34275, 0.34275, 0.343987
2.77, 0.330869, 0.329633, 0.329633, 0.330801
2.785, 0.318297, 0.31714, 0.31714, 0.318233
2.799, 0.307285, 0.306224, 0.306224, 0.307226
2.814, 0.296454, 0.2955, 0.2955, 0.296401
2.829, 0.286535, 0.285679, 0.285679, 0.286488
2.843, 0.277985, 0.277213, 0.277213, 0.277942
2.858, 0.269534, 0.268847, 0.268847, 0.269496
2.872, 0.262306, 0.261691, 0.261691, 0.262272
2.887, 0.255249, 0.254704, 0.254704, 0.255219
2.902, 0.248861, 0.248379, 0.248379, 0.248834
2.916, 0.243461, 0.243033, 0.243033, 0.243437
2.931, 0.238236, 0.23786, 0.23786, 0.238215
2.946, 0.233551, 0.233222, 0.233222, 0.233533
2.96, 0.229632, 0.229341, 0.229341, 0.229616
2.975, 0.225879, 0.225625, 0.225625, 0.225865
2.99, 0.222549, 0.222329, 0.222329, 0.222537
3.004, 0.219795, 0.219596, 0.219596, 0.219779
3.019, 0.221322, 0.216999, 0.216999, 0.217157
3.034, 0.232836, 0.214688, 0.214688, 0.214824
3.048, 0.251285, 0.21274, 0.21274, 0.212859
3.063, 0.279362, 0.21078, 0.21078, 0.21088
3.078, 0.31563, 0.208996, 0.208996, 0.209079
3.092, 0.355109, 0.207573, 0.207573, 0.207643
3.107, 0.400876, 0.206241, 0.206241, 0.206299
3.122, 0.447124, 0.205155, 0.205155, 0.205202
3.136, 0.488332, 0.204325, 0.204325, 0.204364
3.151, 0.528597, 0.203582, 0.203582, 0.203614
3.166, 0.563986, 0.202997, 0.202997, 0.203024
3.18, 0.592654, 0.202532, 0.202532, 0.202555
3.195, 0.619291, 0.20212, 0.20212, 0.202139
3.21, 0.642574, 0.201777, 0.201777, 0.201794
3.224, 0.661906, 0.201494, 0.201494, 0.201508
3.239, 0.680179, 0.201246, 0.201246, 0.201258
3.254, 0.696126, 0.201027, 0.201027, 0.201037
3.268, 0.709192, 0.200853, 0.200853, 0.200861
3.283, 0.721521, 0.200697, 0.200697, 0.200704
3.298, 0.732335, 0.200557, 0.200557, 0.200563
3.312, 0.741205, 0.200451, 0.200451, 0.200457
3.327, 0.749528, 0.200352, 0.200352, 0.200356
3.341, 0.756304, 0.200271, 0.200271, 0.200275
3.356, 0.762619, 0.200203, 0.200203, 0.200206
3.371, 0.768069, 0.20014, 0.20014, 0.200142
3.385, 0.772468, 0.200093, 0.200093, 0.200095
3.4, 0.776537, 0.20005, 0.20005, 0.200052
3.415, 0.780024, 0.200013, 0.200013, 0.200014
3.429, 0.782823, 0.199986, 0.199986, 0.199987
3.444, 0.785399, 0.199966, 0.199966, 0.199966
3.459, 0.787595, 0.199955, 0.199955, 0.199955
3.473, 0.789349, 0.199948, 0.199948, 0.199948
3.488, 0.790951, 0.199944, 0.199944, 0.199944
3.503, 0.792313, 0.199943, 0.199943, 0.199943
3.517, 0.793404, 0.199942, 0.199942, 0.199942
3.532, 0.794402, 0.199943, 0.199943, 0.199943
3.547, 0.79525, 0.199943, 0.199943, 0.199943
3.561, 0.795925, 0.199943, 0.199943, 0.199943
3.576, 0.796542, 0.199944, 0.199944, 0.199944
3.591, 0.797065, 0.199944, 0.199944, 0.199944
3.605, 0.79748, 0.199944, 0.199944, 0.199966
3.62, 0.797857, 0.199944, 0.199944, 0.206792
3.635, 0.798175, 0.199944, 0.199944, 0.22861
3.649, 0.798454, 0.199946, 0.199946, 0.261142
3.664, 0.798709, 0.199949, 0.199949, 0.306412
3.679, 0.798912, 0.19995, 0.19995, 0.358161
3.693, 0.799084, 0.199951, 0.199951, 0.408374
3.708, 0.799217, 0.19995, 0.19995, 0.460059
3.723, 0.79933, 0.199948, 0.199948, 0.506717
3.737, 0.799417, 0.199945, 0.199945, 0.54452
3.752, 0.799484, 0.199941, 0.199941, 0.579014
3.766, 0.799549, 0.19994, 0.19994, 0.606823
3.781, 0.799603, 0.199938, 0.199938, 0.633462
3.796, 0.799651, 0.199938, 0.199938, 0.657566
3.81, 0.799695, 0.199939, 0.199939, 0.677413
3.825, 0.799727, 0.199938, 0.199938, 0.695789
3.84, 0.799762, 0.199939, 0.199939, 0.711509
3.854, 0.799787, 0.19994, 0.19994, 0.724107
3.869, 0.799809, 0.19994, 0.19994, 0.735675
3.884, 0.799832, 0.199941, 0.199941, 0.745511
3.898, 0.799846, 0.199942, 0.199942, 0.753348
3.913, 0.799863, 0.199942, 0.199942, 0.760511
3.928, 0.799876, 0.199943, 0.199943, 0.766583
3.942, 0.799884, 0.199943, 0.199943, 0.771411
3.957, 0.799896, 0.199943, 0.199943, 0.775816
3.972, 0.799902, 0.199943, 0.199943, 0.779545
3.986, 0.799909, 0.199944, 0.199944, 0.782506
4.001, 0.799916, 0.199944, 0.199944, 0.785205
4.016, 0.799919, 0.199944, 0.199944, 0.787488
4.03, 0.799925, 0.199944, 0.199944, 0.7893
4.045, 0.799928, 0.199944, 0.199944, 0.79095
4.06, 0.799931, 0.199944, 0.199944, 0.792346
4.074, 0.799934, 0.199944, 0.199944, 0.793452
4.089, 0.799935, 0.199944, 0.199944, 0.79446
4.104, 0.799938, 0.199944, 0.199944, 0.795312
4.118, 0.799939, 0.199944, 0.199944, 0.795988
4.133, 0.79994, 0.199945, 0.199945, 0.796604
4.148, 0.799942, 0.199945, 0.199945, 0.797124
4.162, 0.799942, 0.199945, 0.199945, 0.797536
4.177, 0.799943, 0.199945, 0.199945, 0.797912
4.191, 0.799943, 0.199945, 0.199945, 0.798209
4.206, 0.799942, 0.199999, 0.199999, 0.79848
4.221, 0.799943, 0.207702, 0.207702, 0.798705
4.235, 0.799942, 0.227263, 0.227263, 0.798876
4.25, 0.799941, 0.257379, 0.257379, 0.799035
4.265, 0.799941, 0.293351, 0.293351, 0.799167
4.279, 0.79994, 0.329209, 0.329209, 0.799267
4.294, 0.799939, 0.367655, 0.367655, 0.79936
4.309, 0.799938, 0.404627, 0.404627, 0.799434
4.323, 0.799936, 0.437121, 0.437121, 0.799494
4.338, 0.799935, 0.469471, 0.469471, 0.799549
4.353, 0.799934, 0.499524, 0.499524, 0.799595
4.367, 0.799934, 0.525943, 0.525943, 0.799636
4.382, 0.799933, 0.552805, 0.552805, 0.799673
4.397, 0.799933, 0.578289, 0.578289, 0.799707
4.411, 0.799933, 0.600871, 0.600871, 0.799735
4.426, 0.799932, 0.623786, 0.623786, 0.79976
4.441, 0.799933, 0.645357, 0.645357, 0.799784
4.455, 0.799933, 0.664108, 0.664108, 0.799803
4.47, 0.799933, 0.682238, 0.682238, 0.799821
4.485, 0.799934, 0.69829, 0.69829, 0.799837
4.499, 0.799935, 0.711559, 0.711559, 0.79985
4.514, 0.799936, 0.724079, 0.724079, 0.799863
4.529, 0.799937, 0.734976, 0.734976, 0.799874
4.543, 0.799937, 0.743822, 0.743822, 0.799883
4.558, 0.799938, 0.752042, 0.752042, 0.799892
4.573, 0.799939, 0.759116, 0.759116, 0.799899
4.587, 0.79994, 0.76481, 0.76481, 0.799906
4.602, 0.79994, 0.770063, 0.770063, 0.799912
4.617, 0.799941, 0.774552, 0.774552, 0.799916
4.631, 0.799941, 0.778147, 0.778147, 0.799921
4.646, 0.799941, 0.781447, 0.781447, 0.799924
4.66, 0.799941, 0.784082, 0.784082, 0.799927
4.675, 0.799942, 0.786497, 0.786497, 0.79993
4.69, 0.799942, 0.788549, 0.788549, 0.799932
4.704, 0.799942, 0.790184, 0.790184, 0.799934
4.719, 0.799942, 0.791678, 0.791678, 0.799936
4.734, 0.799942, 0.792946, 0.792946, 0.799938
4.748, 0.799942, 0.793954, 0.793954, 0.799939
4.763, 0.799942, 0.794875, 0.794875, 0.79994
4.778, 0.799942, 0.795654, 0.795654, 0.799941
4.792, 0.799942, 0.796274, 0.796274, 0.799941
4.807, 0.799818, 0.796719, 0.796719, 0.799817
4.822, 0.790357, 0.787716, 0.787716, 0.79032
4.836, 0.769683, 0.767341, 0.767341, 0.769615
4.851, 0.744294, 0.742134, 0.742134, 0.744209
