0, 0
0.0015, 2.33739e-08
0.0029, 1.18233e-05
0.0044, 0.000153304
0.0059, 0.00065565
0.0073, 0.00155291
0.0088, 0.00297963
0.0103, 0.00487982
0.0117, 0.00707905
0.0132, 0.00988797
0.0147, 0.0131615
0.0161, 0.0166328
0.0176, 0.0207938
0.0191, 0.0254076
0.0205, 0.0301181
0.022, 0.0355932
0.0234, 0.041098
0.0249, 0.0474129
0.0264, 0.0541522
0.0278, 0.060818
0.0293, 0.0683545
0.0308, 0.0762893
0.0322, 0.0840445
0.0337, 0.0927159
0.0352, 0.101748
0.0366, 0.110487
0.0381, 0.120165
0.0396, 0.130144
0.041, 0.139705
0.0425, 0.150185
0.044, 0.16087
0.0454, 0.170987
0.0469, 0.181927
0.0484, 0.192903
0.0498, 0.203106
0.0513, 0.213895
0.0528, 0.224415
0.0542, 0.233901
0.0557, 0.243619
0.0572, 0.252768
0.0586, 0.260683
0.0601, 0.268348
0.0616, 0.275012
0.063, 0.280226
0.0645, 0.284682
0.066, 0.287986
0.0674, 0.290093
0.0689, 0.291417
0.0703, 0.291904
0.0718, 0.291759
0.0733, 0.291044
0.0747, 0.289931
0.0762, 0.288284
0.0777, 0.286171
0.0791, 0.283785
0.0806, 0.280794
0.0821, 0.277366
0.0835, 0.273783
0.085, 0.269546
0.0865, 0.264914
0.0879, 0.26025
0.0894, 0.254906
0.0909, 0.249228
0.0923, 0.24365
0.0938, 0.237405
0.0953, 0.230917
0.0967, 0.22468
0.0982, 0.217849
0.0997, 0.210923
0.1011, 0.204431
0.1026, 0.197523
0.1041, 0.190758
0.1055, 0.184673
0.107, 0.178524
0.1085, 0.172911
0.1099, 0.168308
0.1114, 0.164203
0.1128, 0.161289
0.1143, 0.159287
0.1158, 0.158513
0.1172, 0.158863
0.1187, 0.160247
0.1202, 0.162454
0.1216, 0.165036
0.1231, 0.168182
0.1246, 0.171618
0.126, 0.175028
0.1275, 0.178845
0.129, 0.182783
0.1304, 0.186528
0.1319, 0.190567
0.1334, 0.194588
0.1348, 0.198273
0.1363, 0.202093
0.1378, 0.205712
0.1392, 0.208842
0.1407, 0.211865
0.1422, 0.214507
0.1436, 0.216594
0.1451, 0.218388
0.1466, 0.21969
0.148, 0.220439
0.1495, 0.220726
0.151, 0.220479
0.1524, 0.219785
0.1539, 0.218584
0.1553, 0.217085
0.1568, 0.215134
0.1583, 0.212895
0.1597, 0.21061
0.1612, 0.208023
0.1627, 0.205367
0.1641, 0.202892
0.1656, 0.200317
0.1671, 0.197895
